x,y,confidence,frame,joint
700.81006,432.13596,0.98755914,6,right_shoulder
919.68915,628.6316,0.9859351,6,left_elbow
610.95636,633.39703,0.9378665,6,right_elbow
733.1835,495.02106,0.97966146,6,left_wrist
659.1949,443.48026,0.9250887,6,right_wrist
870.0456,881.1755,0.9643416,6,left_hip
701.7329,876.12494,0.9386542,6,right_hip
0.0,0.0,0.3133933,6,left_knee
0.0,0.0,0.20777845,6,right_knee
0.0,0.0,0.025660858,6,left_ankle
0.0,0.0,0.020040248,6,right_ankle
764.91376,276.30853,0.98251843,7,nose
797.90295,249.7445,0.9672166,7,left_eye
750.4698,250.62671,0.8946591,7,right_eye
870.87915,271.27756,0.8981745,7,left_ear
0.0,0.0,0.4585352,7,right_ear
935.8173,423.5326,0.99468577,7,left_shoulder
699.38275,432.90015,0.98723197,7,right_shoulder
918.59216,628.04034,0.98595816,7,left_elbow
610.64136,635.5151,0.93573064,7,right_elbow
730.537,492.128,0.9793236,7,left_wrist
655.79865,457.34613,0.9222618,7,right_wrist
869.8925,881.21674,0.9644438,7,left_hip
701.10315,876.2234,0.938284,7,right_hip
0.0,0.0,0.31315628,7,left_knee
0.0,0.0,0.20603086,7,right_knee
0.0,0.0,0.02572461,7,left_ankle
0.0,0.0,0.019914828,7,right_ankle
763.47974,276.1664,0.9829768,8,nose
796.5817,249.23373,0.9679996,8,left_eye
748.6247,250.24915,0.89742243,8,right_eye
869.7098,270.0792,0.8981941,8,left_ear
0.0,0.0,0.45987034,8,right_ear
934.04224,423.57083,0.9946095,8,left_shoulder
698.4403,433.5568,0.98699737,8,right_shoulder
919.06384,627.09607,0.9857804,8,left_elbow
610.2612,637.9751,0.9349597,8,right_elbow
730.3409,494.3694,0.9793829,8,left_wrist
652.98254,471.7729,0.92275035,8,right_wrist
868.84296,881.6175,0.9636375,8,left_hip
700.86475,876.7963,0.9371226,8,right_hip
0.0,0.0,0.3096384,8,left_knee
0.0,0.0,0.20381847,8,right_knee
0.0,0.0,0.025497757,8,left_ankle
0.0,0.0,0.019714344,8,right_ankle
761.44324,276.25204,0.9818325,9,nose
794.90753,249.37367,0.9661813,9,left_eye
747.32855,249.90097,0.8879771,9,right_eye
869.1956,270.10886,0.8971094,9,left_ear
0.0,0.0,0.43648395,9,right_ear
933.42645,422.69214,0.99457645,9,left_shoulder
697.87915,433.40656,0.9866403,9,right_shoulder
919.9439,625.89935,0.9864319,9,left_elbow
608.31995,639.07056,0.9351516,9,right_elbow
727.3723,494.47897,0.98050356,9,left_wrist
650.31555,466.31482,0.924054,9,right_wrist
867.7698,880.2635,0.9650994,9,left_hip
699.7945,875.51624,0.9385957,9,right_hip
0.0,0.0,0.31589246,9,left_knee
0.0,0.0,0.20578071,9,right_knee
0.0,0.0,0.026042113,9,left_ankle
0.0,0.0,0.019996768,9,right_ankle
759.3193,274.65073,0.9798895,10,nose
792.9211,247.81691,0.96480924,10,left_eye
746.7469,249.41223,0.8792727,10,right_eye
865.1772,269.49326,0.8917781,10,left_ear
0.0,0.0,0.4124053,10,right_ear
933.1253,428.00064,0.9935689,10,left_shoulder
694.8266,440.66043,0.9821299,10,right_shoulder
919.1924,628.4424,0.98194665,10,left_elbow
608.81726,644.8594,0.91093636,10,right_elbow
719.91846,500.62384,0.97822887,10,left_wrist
645.4037,499.2932,0.9129775,10,right_wrist
874.56573,886.94165,0.963342,10,left_hip
705.08496,882.1529,0.93427527,10,right_hip
0.0,0.0,0.2863448,10,left_knee
0.0,0.0,0.18315898,10,right_knee
0.0,0.0,0.019032346,10,left_ankle
0.0,0.0,0.0148866875,10,right_ankle
756.7966,275.839,0.9796855,11,nose
790.52985,248.70068,0.96446747,11,left_eye
744.57275,248.72806,0.87041336,11,right_eye
863.48425,268.53946,0.8987347,11,left_ear
0.0,0.0,0.39268458,11,right_ear
929.1198,426.23926,0.9944254,11,left_shoulder
694.42816,441.31723,0.983405,11,right_shoulder
924.4637,628.0417,0.9866693,11,left_elbow
609.7385,648.7595,0.920919,11,right_elbow
713.4113,505.68222,0.98258245,11,left_wrist
639.87573,478.4427,0.920483,11,right_wrist
869.086,879.02765,0.96837234,11,left_hip
702.2263,875.44006,0.93947625,11,right_hip
0.0,0.0,0.299226,11,left_knee
0.0,0.0,0.1825453,11,right_knee
0.0,0.0,0.020494847,11,left_ankle
0.0,0.0,0.015324289,11,right_ankle
754.70496,275.71616,0.98004067,12,nose
788.2867,248.94353,0.9648749,12,left_eye
742.49396,248.45316,0.87346506,12,right_eye
860.2145,268.73062,0.9017802,12,left_ear
0.0,0.0,0.40587598,12,right_ear
927.9359,425.75677,0.9948704,12,left_shoulder
688.2641,440.20285,0.9845836,12,right_shoulder
926.8951,632.23425,0.98743767,12,left_elbow
607.0063,652.27106,0.92478377,12,right_elbow
717.368,526.39233,0.98309636,12,left_wrist
635.3601,511.87933,0.9219355,12,right_wrist
869.5895,876.6891,0.9709989,12,left_hip
700.11163,873.7952,0.94443506,12,right_hip
0.0,0.0,0.30687132,12,left_knee
0.0,0.0,0.18828462,12,right_knee
0.0,0.0,0.021183455,12,left_ankle
0.0,0.0,0.015786368,12,right_ankle
752.2601,275.66968,0.98142517,13,nose
785.86816,249.12819,0.96615535,13,left_eye
739.8458,248.4869,0.88294995,13,right_eye
856.67395,269.84393,0.9035976,13,left_ear
0.0,0.0,0.43173423,13,right_ear
925.596,428.19498,0.99529076,13,left_shoulder
683.2811,444.03244,0.9865486,13,right_shoulder
929.9262,635.5517,0.9879282,13,left_elbow
604.9647,655.9022,0.9327441,13,right_elbow
721.09186,543.74426,0.98368907,13,left_wrist
630.2488,529.43463,0.9286459,13,right_wrist
870.377,875.5728,0.97271603,13,left_hip
700.0442,874.143,0.94921374,13,right_hip
0.0,0.0,0.31182823,13,left_knee
0.0,0.0,0.1968327,13,right_knee
0.0,0.0,0.021727256,13,left_ankle
0.0,0.0,0.016443023,13,right_ankle
748.7838,275.23325,0.9820102,14,nose
782.98004,249.03767,0.96757317,14,left_eye
736.9111,248.09106,0.8852849,14,right_eye
855.1073,270.79834,0.90754527,14,left_ear
0.0,0.0,0.4311602,14,right_ear
924.436,428.50418,0.9953335,14,left_shoulder
682.2524,445.28458,0.9868205,14,right_shoulder
930.7628,639.34515,0.9877359,14,left_elbow
607.8399,658.80414,0.9323493,14,right_elbow
723.18243,559.46704,0.9832524,14,left_wrist
624.08356,529.2643,0.9271977,14,right_wrist
871.5632,874.9993,0.972445,14,left_hip
701.25525,873.9994,0.94887143,14,right_hip
0.0,0.0,0.31108928,14,left_knee
0.0,0.0,0.1970824,14,right_knee
0.0,0.0,0.021836698,14,left_ankle
0.0,0.0,0.016640661,14,right_ankle
745.4553,274.48233,0.98141026,15,nose
780.2934,249.29347,0.96778107,15,left_eye
733.7597,247.24554,0.88417,15,right_eye
851.4092,273.29425,0.9114145,15,left_ear
0.0,0.0,0.43363246,15,right_ear
922.4548,428.56577,0.9952421,15,left_shoulder
674.71674,444.93735,0.98595667,15,right_shoulder
933.39,643.50696,0.98697567,15,left_elbow
608.8831,661.6699,0.9240571,15,right_elbow
722.9165,570.19824,0.981426,15,left_wrist
622.393,550.3281,0.91540563,15,right_wrist
874.9472,872.6281,0.9707554,15,left_hip
701.3397,872.6855,0.94484717,15,right_hip
0.0,0.0,0.30406338,15,left_knee
0.0,0.0,0.18938214,15,right_knee
0.0,0.0,0.021781562,15,left_ankle
0.0,0.0,0.016374284,15,right_ankle
743.7162,273.1971,0.9830169,16,nose
778.9378,248.44273,0.9698448,16,left_eye
731.10284,246.32034,0.89609504,16,right_eye
848.79254,273.98138,0.9150797,16,left_ear
0.0,0.0,0.46790525,16,right_ear
920.99493,427.70236,0.9957123,16,left_shoulder
668.9852,445.83105,0.9879067,16,right_shoulder
936.40784,645.0596,0.9874357,16,left_elbow
607.9332,666.00696,0.9309185,16,right_elbow
726.2738,583.47687,0.98144,16,left_wrist
619.5538,581.54425,0.91856205,16,right_wrist
878.3551,865.0684,0.9730708,16,left_hip
703.0384,866.80023,0.950538,16,right_hip
0.0,0.0,0.31716764,16,left_knee
0.0,0.0,0.20311408,16,right_knee
0.0,0.0,0.023204802,16,left_ankle
0.0,0.0,0.01762672,16,right_ankle
741.95856,272.32562,0.9830276,17,nose
777.56055,247.69528,0.9702355,17,left_eye
729.3198,245.29724,0.89692765,17,right_eye
847.15924,274.187,0.9188665,17,left_ear
0.0,0.0,0.47554213,17,right_ear
921.52246,427.41956,0.99587774,17,left_shoulder
664.30786,447.66296,0.9884652,17,right_shoulder
940.76917,647.6253,0.9872705,17,left_elbow
608.70795,668.31744,0.9303061,17,right_elbow
731.9787,593.7876,0.9804716,17,left_wrist
617.69025,581.2351,0.9144992,17,right_wrist
881.17346,862.6948,0.9736249,17,left_hip
703.5457,865.8243,0.95158184,17,right_hip
0.0,0.0,0.32030568,17,left_knee
0.0,0.0,0.20559499,17,right_knee
0.0,0.0,0.023519924,17,left_ankle
0.0,0.0,0.017878447,17,right_ankle
741.6683,271.97354,0.9835904,18,nose
777.1018,247.05116,0.9710307,18,left_eye
728.3782,244.98514,0.90133196,18,right_eye
846.0485,273.4644,0.92010707,18,left_ear
0.0,0.0,0.48711357,18,right_ear
921.97174,427.602,0.9959346,18,left_shoulder
661.5048,449.5537,0.9888397,18,right_shoulder
944.3894,647.9792,0.9872257,18,left_elbow
609.00385,672.4593,0.9313925,18,right_elbow
733.247,598.7568,0.980336,18,left_wrist
618.3891,599.3561,0.91438615,18,right_wrist
883.4165,861.2959,0.9737492,18,left_hip
703.5388,865.4574,0.9522077,18,right_hip
0.0,0.0,0.32016832,18,left_knee
0.0,0.0,0.2067388,18,right_knee
0.0,0.0,0.02369653,18,left_ankle
0.0,0.0,0.018072814,18,right_ankle
742.3991,272.0766,0.9848365,19,nose
777.7656,247.1137,0.9728036,19,left_eye
728.491,245.10942,0.9094241,19,right_eye
846.1289,273.41446,0.9195752,19,left_ear
0.0,0.0,0.49898273,19,right_ear
921.5693,427.77988,0.99589044,19,left_shoulder
660.61316,449.77783,0.98885894,19,right_shoulder
949.38617,648.4212,0.9871186,19,left_elbow
609.02936,672.94666,0.93232965,19,right_elbow
739.11804,604.7186,0.98068273,19,left_wrist
620.2781,606.71387,0.9172244,19,right_wrist
885.3963,859.9247,0.97314286,19,left_hip
704.59937,864.8017,0.9514682,19,right_hip
0.0,0.0,0.31744885,19,left_knee
0.0,0.0,0.20658344,19,right_knee
0.0,0.0,0.023670956,19,left_ankle
0.0,0.0,0.018159868,19,right_ankle
744.6729,272.09186,0.985705,20,nose
779.9096,247.06953,0.9739019,20,left_eye
729.9361,245.06987,0.916179,20,right_eye
847.06036,273.02005,0.9193069,20,left_ear
717.3489,269.5176,0.51825035,20,right_ear
922.8994,428.205,0.9959688,20,left_shoulder
660.0238,449.363,0.9893198,20,right_shoulder
953.5234,649.2493,0.9869354,20,left_elbow
609.05255,672.82837,0.93412316,20,right_elbow
744.7535,605.82263,0.9804243,20,left_wrist
622.6789,610.7833,0.9187269,20,right_wrist
887.21216,861.2231,0.973214,20,left_hip
705.4219,865.9259,0.95225084,20,right_hip
0.0,0.0,0.3164635,20,left_knee
0.0,0.0,0.20850836,20,right_knee
0.0,0.0,0.02340934,20,left_ankle
0.0,0.0,0.018137744,20,right_ankle
747.8641,272.37436,0.98577327,21,nose
783.01044,247.0659,0.9739566,21,left_eye
732.47375,245.2554,0.91811645,21,right_eye
849.7729,272.4873,0.91925126,21,left_ear
719.0527,269.51294,0.5260275,21,right_ear
926.3163,429.3158,0.9959149,21,left_shoulder
661.0539,450.07913,0.98940057,21,right_shoulder
958.72504,649.92224,0.9863805,21,left_elbow
612.4039,674.387,0.9332621,21,right_elbow
751.32404,606.33105,0.97940755,21,left_wrist
622.5268,620.4199,0.91551644,21,right_wrist
888.2463,864.4757,0.9725948,21,left_hip
705.0709,868.7242,0.9515709,21,right_hip
0.0,0.0,0.3094901,21,left_knee
0.0,0.0,0.20471467,21,right_knee
0.0,0.0,0.022785153,21,left_ankle
0.0,0.0,0.017773096,21,right_ankle
752.5458,273.77924,0.98616993,22,nose
787.463,247.87592,0.97358996,22,left_eye
736.4886,245.1871,0.9201771,22,right_eye
854.09766,271.88925,0.9182597,22,left_ear
723.079,267.30768,0.5394133,22,right_ear
931.4951,431.5156,0.99604875,22,left_shoulder
665.37915,448.40533,0.990564,22,right_shoulder
964.9851,652.69775,0.9870451,22,left_elbow
614.67444,675.8572,0.9426597,22,right_elbow
760.1177,612.26294,0.9805847,22,left_wrist
626.6934,623.95245,0.9268145,22,right_wrist
890.28687,864.7564,0.9718428,22,left_hip
707.6243,867.078,0.95238346,22,right_hip
0.0,0.0,0.3312491,22,left_knee
0.0,0.0,0.22734696,22,right_knee
0.0,0.0,0.02777135,22,left_ankle
0.0,0.0,0.021807924,22,right_ankle
759.0337,273.92987,0.986522,23,nose
792.997,247.05309,0.97383296,23,left_eye
742.02155,245.3297,0.9225529,23,right_eye
858.52844,268.7113,0.9159817,23,left_ear
728.35,266.42075,0.543382,23,right_ear
936.5378,432.62735,0.99593985,23,left_shoulder
670.8052,448.1916,0.9905067,23,right_shoulder
969.50867,655.7045,0.98669577,23,left_elbow
616.0042,673.96576,0.9429178,23,right_elbow
763.55066,617.1882,0.9805516,23,left_wrist
627.86005,626.40674,0.9282201,23,right_wrist
891.69745,868.55145,0.97081405,23,left_hip
709.2935,869.9623,0.9511904,23,right_hip
0.0,0.0,0.32231453,23,left_knee
0.0,0.0,0.22196862,23,right_knee
0.0,0.0,0.02660979,23,left_ankle
0.0,0.0,0.021010755,23,right_ankle
763.53314,273.00784,0.98663217,24,nose
797.9616,245.93536,0.974099,24,left_eye
746.39355,244.33365,0.92321974,24,right_eye
864.8491,268.57352,0.91507465,24,left_ear
732.73505,266.36853,0.53933996,24,right_ear
943.3777,435.58145,0.9957231,24,left_shoulder
674.37964,449.53546,0.9900421,24,right_shoulder
976.2288,660.87573,0.9857239,24,left_elbow
619.3046,673.43353,0.9400019,24,right_elbow
774.9632,625.96106,0.9794424,24,left_wrist
629.019,630.5664,0.92499083,24,right_wrist
895.9095,876.84656,0.96819687,24,left_hip
711.0322,877.8717,0.9471784,24,right_hip
0.0,0.0,0.3054079,24,left_knee
0.0,0.0,0.21040271,24,right_knee
0.0,0.0,0.02511517,24,left_ankle
0.0,0.0,0.019910946,24,right_ankle
770.1112,272.22742,0.98386467,25,nose
803.9226,244.04654,0.9720424,25,left_eye
751.61865,244.76985,0.9116345,25,right_eye
868.6266,269.28055,0.9121556,25,left_ear
740.76483,268.82153,0.5449681,25,right_ear
951.6091,439.0475,0.9957963,25,left_shoulder
680.4582,449.9832,0.98251593,25,right_shoulder
984.3787,658.67377,0.9839061,25,left_elbow
625.1752,667.4842,0.881275,25,right_elbow
787.51746,637.3475,0.9672986,25,left_wrist
627.43976,632.0829,0.85129064,25,right_wrist
902.7904,880.67017,0.9480382,25,left_hip
710.12976,883.89557,0.8993108,25,right_hip
0.0,0.0,0.24815571,25,left_knee
0.0,0.0,0.13958654,25,right_knee
0.0,0.0,0.020602498,25,left_ankle
0.0,0.0,0.013903445,25,right_ankle
777.0639,271.98184,0.98588365,26,nose
811.4262,244.29337,0.9754615,26,left_eye
760.1672,244.80803,0.91991395,26,right_eye
876.98145,268.89944,0.9278927,26,left_ear
746.5446,269.767,0.5454069,26,right_ear
955.62616,440.0705,0.9964857,26,left_shoulder
685.03784,455.2054,0.98816234,26,right_shoulder
998.07623,667.0402,0.9869451,26,left_elbow
635.36176,670.5252,0.91708624,26,right_elbow
800.4088,645.60095,0.9764671,26,left_wrist
625.37195,636.9023,0.8902479,26,right_wrist
903.51733,878.5904,0.9687927,26,left_hip
717.6973,881.2498,0.94025666,26,right_hip
0.0,0.0,0.27459323,26,left_knee
0.0,0.0,0.16498196,26,right_knee
0.0,0.0,0.019940456,26,left_ankle
0.0,0.0,0.014527181,26,right_ankle
785.6205,271.86282,0.98738164,27,nose
821.22253,244.1865,0.9774293,27,left_eye
768.5135,243.8448,0.92674637,27,right_eye
887.89343,269.27927,0.92941254,27,left_ear
753.1883,268.3001,0.5492424,27,right_ear
962.6045,442.3332,0.996566,27,left_shoulder
690.06573,458.48254,0.98898906,27,right_shoulder
1010.88556,670.1464,0.9874493,27,left_elbow
638.89343,674.5638,0.92328304,27,right_elbow
812.946,666.1452,0.9778176,27,left_wrist
617.0452,640.8964,0.8987134,27,right_wrist
907.99146,887.39044,0.9694894,27,left_hip
720.6148,890.4437,0.9422709,27,right_hip
0.0,0.0,0.2689084,27,left_knee
0.0,0.0,0.16302086,27,right_knee
0.0,0.0,0.019177927,27,left_ankle
0.0,0.0,0.014101059,27,right_ankle
793.56195,270.64648,0.98808694,28,nose
829.96826,243.52853,0.9786794,28,left_eye
776.72577,242.68231,0.9291934,28,right_eye
898.64026,270.19226,0.9302482,28,left_ear
760.75574,267.83185,0.5377433,28,right_ear
971.10077,446.24945,0.99645364,28,left_shoulder
699.3817,457.89334,0.9882372,28,right_shoulder
1023.0095,669.57324,0.9876107,28,left_elbow
648.79425,660.6647,0.92325103,28,right_elbow
825.33185,693.3015,0.97851086,28,left_wrist
615.60297,654.6903,0.90050304,28,right_wrist
911.3863,896.66785,0.9684902,28,left_hip
723.1988,897.7986,0.94018334,28,right_hip
0.0,0.0,0.2560593,28,left_knee
0.0,0.0,0.15453178,28,right_knee
0.0,0.0,0.018426599,28,left_ankle
0.0,0.0,0.01346291,28,right_ankle
806.4231,272.5199,0.98809576,29,nose
841.1858,243.79701,0.97853833,29,left_eye
788.81415,244.37888,0.92591697,29,right_eye
910.6079,266.0528,0.93150306,29,left_ear
773.2304,267.21893,0.5175281,29,right_ear
985.38336,450.29132,0.996581,29,left_shoulder
712.9203,456.02875,0.9885633,29,right_shoulder
1033.3883,671.0052,0.9885096,29,left_elbow
656.8903,635.8266,0.9284507,29,right_elbow
845.125,720.82745,0.9793299,29,left_wrist
605.06726,670.33105,0.90277785,29,right_wrist
922.48505,911.8858,0.970812,29,left_hip
733.65546,911.7911,0.94489545,29,right_hip
0.0,0.0,0.25164953,29,left_knee
0.0,0.0,0.1524377,29,right_knee
0.0,0.0,0.017966622,29,left_ankle
0.0,0.0,0.013022769,29,right_ankle
816.6026,269.55798,0.9897016,30,nose
851.2746,242.42345,0.9810573,30,left_eye
799.4112,244.13206,0.9408802,30,right_eye
922.2384,268.618,0.928038,30,left_ear
785.80194,271.6915,0.5515206,30,right_ear
1002.2831,450.53714,0.99575436,30,left_shoulder
724.2179,451.5187,0.98862946,30,right_shoulder
1047.9163,667.72504,0.9826586,30,left_elbow
656.08325,614.99927,0.9252301,30,right_elbow
869.8444,750.6949,0.9656633,30,left_wrist
601.67255,684.1623,0.88530093,30,right_wrist
935.8426,924.2908,0.95547956,30,left_hip
743.4305,921.36053,0.9271964,30,right_hip
0.0,0.0,0.18033959,30,left_knee
0.0,0.0,0.12059717,30,right_knee
0.0,0.0,0.012726363,30,left_ankle
0.0,0.0,0.010085249,30,right_ankle
830.2524,270.92056,0.99029857,31,nose
864.6916,242.55452,0.9819666,31,left_eye
812.296,245.4008,0.94514215,31,right_eye
936.4854,266.599,0.9297967,31,left_ear
798.53577,272.05432,0.5680713,31,right_ear
1017.82916,452.93723,0.9958663,31,left_shoulder
736.54486,452.63855,0.98958266,31,right_shoulder
1062.9938,676.30286,0.9814999,31,left_elbow
658.9842,619.62115,0.92636096,31,right_elbow
894.2611,783.449,0.96010476,31,left_wrist
590.44183,695.102,0.8782716,31,right_wrist
943.5187,924.5797,0.9524104,31,left_hip
750.4765,919.52185,0.924018,31,right_hip
0.0,0.0,0.17175731,31,left_knee
0.0,0.0,0.11708029,31,right_knee
0.0,0.0,0.01239264,31,left_ankle
0.0,0.0,0.010033586,31,right_ankle
842.1506,270.77127,0.99097,32,nose
877.6326,243.25421,0.983098,32,left_eye
824.53253,244.28915,0.94452584,32,right_eye
951.1139,268.8297,0.9381363,32,left_ear
809.1804,270.1662,0.56499046,32,right_ear
1030.3639,457.1988,0.99676347,32,left_shoulder
748.99786,451.9063,0.9911993,32,right_shoulder
1075.5663,683.3881,0.9868662,32,left_elbow
669.60077,621.15796,0.93999094,32,right_elbow
922.6053,807.82416,0.97191477,32,left_wrist
581.7706,714.8595,0.90023756,32,right_wrist
955.86163,917.0878,0.96832675,32,left_hip
761.46716,909.3335,0.94640964,32,right_hip
0.0,0.0,0.22632247,32,left_knee
0.0,0.0,0.14894377,32,right_knee
0.0,0.0,0.016659781,32,left_ankle
0.0,0.0,0.012906846,32,right_ankle
846.87195,274.9266,0.99359834,33,nose
886.81055,245.24991,0.9870744,33,left_eye
825.014,245.45215,0.9588479,33,right_eye
968.6424,271.53647,0.9393127,33,left_ear
803.957,271.37408,0.5797277,33,right_ear
1043.6914,461.1377,0.99617636,33,left_shoulder
759.48505,453.70953,0.9920067,33,right_shoulder
1084.2527,703.61505,0.9843439,33,left_elbow
685.19037,622.06165,0.9514339,33,right_elbow
918.3401,815.4526,0.97636527,33,left_wrist
596.9181,714.62897,0.93092585,33,right_wrist
970.57874,938.8103,0.9568236,33,left_hip
772.51324,930.035,0.9383962,33,right_hip
0.0,0.0,0.22220534,33,left_knee
0.0,0.0,0.16369177,33,right_knee
0.0,0.0,0.019511575,33,left_ankle
0.0,0.0,0.015702795,33,right_ankle
848.3163,274.4158,0.9937151,34,nose
890.4058,240.98767,0.9889021,34,left_eye
824.9369,246.39954,0.9548609,34,right_eye
983.08215,271.31793,0.9480123,34,left_ear
808.6515,281.2582,0.5237339,34,right_ear
1090.7594,465.7838,0.99647,34,left_shoulder
794.8351,463.42447,0.98824906,34,right_shoulder
1172.7737,708.3787,0.9833112,34,left_elbow
731.3648,617.9173,0.93469197,34,right_elbow
1085.0054,910.5526,0.96806204,34,left_wrist
625.583,699.52795,0.90902954,34,right_wrist
1037.2335,967.51874,0.94062895,34,left_hip
829.7881,954.2165,0.90740323,34,right_hip
0.0,0.0,0.17424783,34,left_knee
0.0,0.0,0.11792696,34,right_knee
0.0,0.0,0.01537611,34,left_ankle
0.0,0.0,0.012060527,34,right_ankle
941.74695,261.7079,0.9875043,35,nose
978.4322,232.56029,0.97835493,35,left_eye
924.1749,235.39815,0.9160928,35,right_eye
1057.9391,258.23996,0.93643856,35,left_ear
0.0,0.0,0.47313294,35,right_ear
1148.2246,459.97,0.9970396,35,left_shoulder
842.29724,448.50186,0.9880386,35,right_shoulder
1193.2764,715.5619,0.98785883,35,left_elbow
727.12573,628.53986,0.91896236,35,right_elbow
1106.6309,936.32684,0.95972043,35,left_wrist
573.42883,765.73157,0.8385335,35,right_wrist
1053.9846,952.9291,0.9603237,35,left_hip
843.1958,939.8917,0.92412,35,right_hip
0.0,0.0,0.1754718,35,left_knee
0.0,0.0,0.095793575,35,right_knee
0.0,0.0,0.013044748,35,left_ankle
